,PD,label
1005,garments basic scrub drgnfly basic scrub pink geo,235
1006,garments promo knit shor garments promo knit shor garments promo knit short garments promo knit shor garments promo knit shor garments promo knit shor garments promo knit shor garments promo knit shor,374
1007,garments scrub top,24
1008,garments scrub bottom garments scrub bottom garments scrub bottom,235
1009,garments fashion polo,24
1010,garments basic scrub blk bfly,235
1011,garments fashion polo,24
1012,garments fashion polo,24
1013,garments fashion polo garments fashion polo,24
1014,garments scrub bottom garments scrub bottom,235
1015,garments scrub top garments scrub top garments scrub top,235
1016,garments basic scrub pant,235
1017,garments basic scrub pant,235
1018,garments basic scrub pant,235
1019,garments basic scrub pant,235
1020,garments basic scrub blk bfly basic scrub smiley basic scrub floral,235
1021,garments basic scrub blk bfly basic scrub smiley basic scrub floral,235
1022,garments ploy polo,24
1023,garments ploy polo,24
1024,garments,24
1025,garments,24
1026,garments basic scrub pant garments basic scrub pant,235
1027,garments garments,24
1028,garments garments garments garments,269
1029,toys inch dolls toys inch dolls,394
1030,toys inch dolls toys inch dolls,394
1031,toys inch dolls toys inch dolls,394
1032,inch dolls inch dolls,394
1033,toys inch dolls toys inch dolls,394
1034,toys inch dolls toys inch dolls,394
1035,fresh oranges packed pallets,159
1036,fresh soft citrus packed pallets fresh oranges packed pallets,159
1037,fresh soft citrus packed pallets,159
1038,pallets oranges prepared yasmeen johnson pallets oranges,243
1039,pallets clementines pallets mandarin pallets oranges,243
1040,pallets oranges pallets oranges pallets oranges pallets oranges,243
1041,pallets oranges pallets oranges pallets oranges,243
1042,pallets oranges pallets fairchild pallets oranges pallets oranges,243
1043,pallets oranges pallets mandarin pallets oranges pallets oranges,243
1044,pallets winola pallets oranges,159
1045,boys shirt fabrics cotton polyester cms cms cms style gb gb gb,210
1046,boys shirt style name cms white cms chambray,210
1047,cargo std container gsm percent twinxl jersey sheetset red sedona gsm percent full jersey sheet rich black,288
1048,cargo std container ttl ttl ttl gwt,206
1049,gsm poly jersey net sheetset grey heather weight gsm pct solid jersey blackss twinxl gsm pct cotton arctic white jersey full sheet,288
1050,cargo container pct cotton pct pct cotton pct polyester jersey sheet,141
1051,gsm percent twin jersey sheet red sedona gsm pct,288
1052,gsm pct pct poly jersey fullsheet grey heather gsm pct gsm pct pct poly jersey fullsheet grey heather gsm pct gsm pct pct poly jersey fullsheet grey heather gsm pct,249
1053,gsm percent twinxl jersey sheetset red sedona gsm percent twinxl jersey sheetset red,288
1054,cargo std container gsm percent twinxl jersey sheetset red sedona gsm percent,288
